age_ID,age_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
0,[  0.  18.  35.  50.  65. 100.],0.7999999999999999,0.7999999999999999,1.0,1.0,4.0
1,[17. 36. 55.],0.9999999999999999,0.9999999999999999,0.291787395291975,0.9031878292407028,2.0
3,[17. 24. 55.],0.9999999999999999,0.9999999999999999,0.2975603102739849,0.9242344227600962,2.0
6,[17.   22.51 55.  ],0.9999999999999999,0.9999999999999999,0.2978755967241286,0.963555786015202,1.0
7,[17.   29.67 42.33 55.  ],0.5,-0.5,0.3546485060876835,0.839210651105037,1.0
9,[17. 21. 27. 55.],0.5,0.5,0.3572143709976182,0.7512390958718742,2.0
12,[17.   19.71 27.48 55.  ],1.0,1.0,0.3575126619665785,0.7844658387226751,1.0
13,[17.  26.5 36.  45.5 55. ],0.39999999999999997,-0.39999999999999997,0.4555678513986608,0.7790232867234621,1.0
15,[17. 20. 24. 28. 55.],1.0,1.0,0.4423416820993101,0.6383690441225849,1.0
18,[17.   18.7  24.49 30.73 55.  ],0.7999999999999999,0.7999999999999999,0.4455641028407696,0.6684824808597878,1.0
19,[17.  24.6 32.2 39.8 47.4 55. ],0.3,0.3,0.7196689347722649,0.6737264326470822,1.0
21,[17.  19.  23.  25.4 30.  55. ],0.6,0.6,0.6517449279105785,0.5532068667804831,2.0
24,[17.   18.7  24.01 28.76 35.75 55.  ],0.7,0.7,0.6747057066297427,0.5750306581682757,1.0
25,[17.   23.33 29.67 36.   42.33 48.67 55.  ],0.2571428571428572,-0.2571428571428572,0.5642278358976133,0.5950024809972543,1.0
27,[17. 19. 21. 24. 27. 31. 55.],0.4285714285714286,0.4285714285714286,0.4579231061447502,0.4602556659619964,2.0
30,[17.   18.7  23.65 27.43 31.84 37.62 55.  ],0.8285714285714287,0.8285714285714287,0.4970998891829069,0.4667234618926833,1.0
31,[17.   22.43 27.86 33.29 38.71 44.14 49.57 55.  ],0.10714285714285716,-0.10714285714285716,0.4700487403394091,0.5304272341206415,1.0
33,[17. 18. 20. 23. 25. 28. 32. 55.],0.7500000000000002,0.7500000000000002,0.4156502280030469,0.4043168840109847,1.0
36,[17.   17.99 21.04 24.49 28.08 32.84 40.39 55.  ],0.642857142857143,0.642857142857143,0.4257057874428173,0.4339228299881101,1.0
37,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],0.2380952380952381,0.2380952380952381,0.400772393151528,0.4837283912616092,1.0
39,[17. 18. 20. 22. 24. 26. 28. 33. 55.],0.3333333333333334,0.3333333333333334,0.3855299053777362,0.3543514484010686,1.0
42,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],0.30952380952380953,0.30952380952380953,0.3850137262961279,0.377784254708022,1.0
43,[17.   21.22 25.44 29.67 33.89 38.11 42.33 46.56 50.78 55.  ],0.0,0.0,0.3451600212833668,0.4156534481827105,1.0
45,[17. 18. 19. 21. 23. 25. 27. 29. 34. 55.],0.43333333333333335,0.43333333333333335,0.3591087435107264,0.2963131830277797,2.0
48,[17.   17.53 19.42 22.11 24.96 27.88 31.84 37.33 43.75 55.  ],0.33333333333333337,0.33333333333333337,0.3388196178213465,0.3393874514351132,1.0
49,[17.  20.8 24.6 28.4 32.2 36.  39.8 43.6 47.4 51.2 55. ],0.22424242424242422,0.22424242424242422,0.2981321558528403,0.3878849252381241,1.0
51,[17.  18.  19.  21.  23.  24.  25.4 27.  30.  35.  55. ],0.4666666666666666,0.4666666666666666,0.3390359824980213,0.2635667220252363,1.0
54,[17.   17.53 19.42 22.11 24.96 27.88 31.49 35.12 39.   44.06 55.  ],0.2121212121212121,0.2121212121212121,0.3102469655048195,0.3099068869433533,1.0
107,[17.  17.5 29.5 34.5 47.  55. ],0.09999999999999999,0.09999999999999999,0.7132096560016274,0.7281515000450703,1.0
