Age_ID,Age_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
0,[  0.  18.  35.  45.  65. 100.],0.19999999999999998,0.19999999999999998,1.0,1.0,4.0
1,[  0.  50. 100.],0.9999999999999999,0.9999999999999999,0.4806881786953908,0.7628060075768147,2.0
2,[ 0.  40.5 60. ],0.9999999999999999,0.9999999999999999,0.5330616095189603,0.8629233310575791,1.0
3,[ 0. 29. 60.],0.9999999999999999,0.9999999999999999,0.5382653781670039,0.9565835755567504,1.0
4,[ 0. 30. 60.],0.9999999999999999,0.9999999999999999,0.537953060390409,0.957117339070124,2.0
7,[ 0.  28.5 60. ],0.9999999999999999,0.9999999999999999,0.5384114252460791,0.9500062508568058,1.0
8,[ 0.   25.91 44.66],0.9999999999999999,0.9999999999999999,0.5463523877618238,0.9146882842519752,1.0
9,[ 0.  24.5 28.5 60. ],1.0,1.0,0.5730086010087216,0.9190804762418952,1.0
10,[  0.    33.33  66.67 100.  ],0.5,-0.5,0.5184263231362647,0.9361017770812464,2.0
11,[ 0. 34. 47. 60.],1.0,1.0,0.5683991357022733,0.9754580303456344,1.0
12,[ 0. 25. 35. 60.],1.0,1.0,0.5735303754702794,0.8466480089963158,2.0
13,[ 0. 24. 30. 60.],1.0,1.0,0.5733539296106284,0.8810154206448756,1.0
17,[ 0.   24.95 37.85 51.03],1.0,1.0,0.5762045489038055,0.8362112522801324,1.0
18,[ 0.   21.5  28.83 41.17 60.  ],1.0,1.0,0.6442343085846014,0.7934276239829895,1.0
19,[  0.  25.  50.  75. 100.],0.19999999999999998,-0.19999999999999998,0.6056222464229706,0.9707210265449496,4.0
20,[ 0.   30.75 40.5  50.25 60.  ],1.0,1.0,0.6415050779794578,0.7999733353523047,1.0
21,[ 0. 24. 29. 39. 60.],1.0,1.0,0.6434765501989648,0.7057459914696966,2.0
22,[ 0. 24. 30. 42. 60.],1.0,1.0,0.6441456815781388,0.7207477973995879,2.0
25,[ 0.  24.5 28.5 42.5 60. ],1.0,1.0,0.6437801448465648,0.7412472411702813,1.0
26,[ 0.   23.14 30.09 40.93 53.53],1.0,1.0,0.6423220621551143,0.6894762824178056,1.0
27,[ 0.  21.5 30.  38.5 48.  60. ],0.9999999999999999,0.9999999999999999,0.8428599856603205,0.7053860176450026,1.0
28,[  0.  20.  40.  60.  80. 100.],0.7999999999999999,-0.7999999999999999,0.9224848064837878,0.8629233310575791,3.0
29,[ 0.  28.8 36.6 44.4 52.2 60. ],0.7,0.7,0.8462941623933669,0.6910838322475685,1.0
30,[ 0. 23. 26. 32. 41. 60.],0.9999999999999999,0.9999999999999999,0.8246560706894003,0.6100922139751271,1.0
31,[ 0. 24. 30. 42. 54. 60.],0.7,0.7,0.8501119975560613,0.6676834087038793,2.0
34,[ 0.  24.5 28.5 42.5 54.5 60. ],0.7,0.7,0.8496941322277227,0.688182852474573,1.0
35,[ 0.   23.14 29.11 35.98 43.22 53.94],0.9999999999999999,0.9999999999999999,0.8146658327323987,0.5758285441199182,1.0
36,[ 0.  21.5 28.7 35.9 43.1 53.3 60. ],0.6571428571428573,0.6571428571428573,0.7167643980679975,0.6065821351132694,1.0
37,[  0.    16.67  33.33  50.    66.67  83.33 100.  ],0.39999999999999997,-0.39999999999999997,0.6403742739428646,0.965822860649603,1.0
38,[ 0.  27.5 34.  40.5 47.  53.5 60. ],0.6571428571428573,0.6571428571428573,0.721172178304501,0.6205036904805075,1.0
39,[ 0. 22. 25. 29. 35. 43. 60.],1.0,1.0,0.6808286988195305,0.5067098805106653,1.0
43,[ 0.  24.5 28.5 42.5 43.5 54.5 60. ],0.6,0.6,0.7205991630160676,0.6666596714145131,1.0
44,[ 0.   22.31 26.8  32.09 39.08 46.41 55.67],1.0,1.0,0.7058788300286851,0.5254227169480012,1.0
45,[ 0.   21.5  27.83 34.17 40.5  46.83 53.17 60.  ],0.7857142857142859,0.7857142857142859,0.6452116489614144,0.5512147679368502,1.0
46,[  0.    14.29  28.57  42.86  57.14  71.43  85.71 100.  ],0.3,-0.3,0.5210797857374608,0.8362782748653452,1.0
47,[ 0.   26.57 32.14 37.71 43.29 48.86 54.43 60.  ],0.6306562238868914,0.6306562238868914,0.6496641044948808,0.5353760706574142,1.0
48,[ 0.   22.   24.   27.   31.   37.   44.29 60.  ],1.0,1.0,0.6260591202037284,0.4416146986059525,1.0
49,[ 0. 24. 30. 42. 43. 54. 60.],0.6,0.6,0.7195516757765504,0.6461602276438194,1.0
52,[ 0.  24.5 28.5 42.5 43.5 51.5 54.5 60. ],0.5357142857142858,0.5357142857142858,0.6552374003156365,0.6378331464084216,1.0
53,[ 0.   22.31 26.8  31.77 37.5  43.41 51.07 57.63],1.0,1.0,0.6432053682375702,0.4653088423823627,1.0
54,[ 0.   21.5  27.07 32.64 38.21 43.79 49.36 54.93 60.  ],0.6428571428571429,0.6428571428571429,0.5937213137963402,0.4833200100878905,1.0
55,[  0.   12.5  25.   37.5  50.   62.5  75.   87.5 100. ],0.2,-0.2,0.4388909309249794,0.7820189451216536,2.0
56,[ 0.   25.88 30.75 35.62 40.5  45.38 50.25 55.12 60.  ],0.5952380952380953,0.5952380952380953,0.5974850213258514,0.4629134963872841,1.0
57,[ 0. 22. 24. 26. 29. 33. 39. 45. 60.],0.9523809523809524,0.9523809523809524,0.5895682817310457,0.372571943408558,1.0
58,[ 0. 24. 30. 42. 43. 48. 54. 60.],0.5357142857142858,0.5357142857142858,0.649849100595339,0.610193984668727,1.0
61,[ 0.  24.5 28.5 30.5 42.5 43.5 51.5 54.5 60. ],0.6904761904761906,0.6904761904761906,0.5928401120568186,0.5273423633589489,1.0
62,[ 0.   21.86 25.32 29.66 35.59 41.09 45.68 51.45 57.63],0.9761904761904763,0.9761904761904763,0.6003213630397926,0.4353736811803155,1.0
63,[ 0.   21.5  26.38 31.25 36.12 41.   45.88 50.75 55.62 60.  ],0.7166666666666667,0.7166666666666667,0.55249355973971,0.4195765888085533,1.0
64,[  0.    11.11  22.22  33.33  44.44  55.56  66.67  77.78  88.89 100.  ],0.21428571428571433,-0.21428571428571433,0.3750049537622453,0.757576149022172,1.0
65,[ 0.   25.33 29.67 34.   38.33 42.67 47.   51.33 55.67 60.  ],0.5833333333333334,0.5833333333333334,0.5555930335539416,0.4203261777107957,1.0
66,[ 0. 22. 23. 25. 27. 30. 35. 41. 46. 60.],0.9666666666666667,0.9666666666666667,0.558684816363384,0.3284143497627501,1.0
67,[ 0. 24. 30. 42. 43. 47. 48. 54. 60.],0.3571428571428572,0.3571428571428572,0.609072519081387,0.5982643666866504,1.0
70,[ 0.  24.5 28.5 30.5 33.5 42.5 43.5 51.5 54.5 60. ],0.6333333333333333,0.6333333333333333,0.5561057441092248,0.4093972969116939,1.0
71,[ 0.   21.86 24.9  28.33 32.3  37.05 41.74 46.36 52.13 58.09],0.9,0.9,0.5603380129084836,0.3668122662897034,1.0
72,[ 0.   21.5  26.28 31.06 35.83 40.61 45.39 49.33 53.22 56.11 60.  ],0.6727272727272726,0.6727272727272726,0.5152121545112162,0.3860490463646353,1.0
73,[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100.],0.4865062298556019,-0.4865062298556019,0.3220605841939815,0.7999733353523047,3.0
74,[ 0.  24.9 28.8 32.7 36.6 40.5 44.4 48.3 52.2 56.1 60. ],0.6,0.6,0.5200889613165385,0.3557037620254949,1.0
75,[ 0. 22. 23. 25. 26. 29. 32. 37. 41. 47. 60.],0.9878787878787878,0.9878787878787878,0.5381431417112129,0.2845047195642256,1.0
76,[ 0. 24. 30. 33. 42. 43. 47. 48. 54. 60.],0.35,0.35,0.5660513348944793,0.4803193002393953,1.0
79,[ 0.  24.5 28.5 30.5 33.5 34.5 42.5 43.5 51.5 54.5 60. ],0.6606060606060605,0.6606060606060605,0.5182913986049126,0.3488995418837697,1.0
80,[ 0.   21.53 23.55 25.86 28.84 32.3  37.05 41.47 45.68 51.45 57.63],0.9878787878787878,0.9878787878787878,0.5308057329240771,0.3006939163509091,1.0
84,[ 0. 22. 24. 26. 28. 30. 33. 38. 42. 48. 60.],0.9272727272727272,0.9272727272727272,0.5386458764778848,0.2616543299691626,1.0
85,[ 0. 24. 30. 33. 34. 42. 43. 47. 48. 54. 60.],0.3939393939393939,0.3939393939393939,0.5327024351260145,0.4198215452114705,1.0
163,[ 0.  21.5 22.5 29.5 46.5 60. ],0.9999999999999999,0.9999999999999999,0.828270307038505,0.7531839805623022,1.0
164,[ 0.   24.   28.51 42.2  60.  ],1.0,1.0,0.6438638402894461,0.7412472411702813,1.0
